permno,adate,qdate,public_date,bm,TICKER
12490,20121231,20121231,20130331,0.090,IBM
12490,20121231,20121231,20130430,0.090,IBM
12490,20121231,20130331,20130531,0.081,IBM
12490,20121231,20130331,20130630,0.081,IBM
12490,20121231,20130331,20130731,0.081,IBM
12490,20121231,20130630,20130831,0.085,IBM
12490,20121231,20130630,20130930,0.085,IBM
12490,20121231,20130630,20131031,0.085,IBM
12490,20121231,20130930,20131130,0.099,IBM
12490,20121231,20130930,20131231,0.099,IBM
12490,20121231,20130930,20140131,0.099,IBM
12490,20131231,20131231,20140228,0.124,IBM
12490,20131231,20131231,20140331,0.124,IBM
12490,20131231,20131231,20140430,0.124,IBM
12490,20131231,20140331,20140531,0.085,IBM
12490,20131231,20140331,20140630,0.085,IBM
12490,20131231,20140331,20140731,0.085,IBM
12490,20131231,20140630,20140831,0.096,IBM
12490,20131231,20140630,20140930,0.096,IBM
12490,20131231,20140630,20141031,0.096,IBM
12490,20131231,20140930,20141130,0.076,IBM
12490,20131231,20140930,20141231,0.076,IBM
12490,20131231,20140930,20150131,0.076,IBM
12490,20141231,20141231,20150228,0.076,IBM
12490,20141231,20141231,20150331,0.076,IBM
12490,20141231,20141231,20150430,0.076,IBM
12490,20141231,20150331,20150531,0.077,IBM
12490,20141231,20150331,20150630,0.077,IBM
12490,20141231,20150331,20150731,0.077,IBM
12490,20141231,20150630,20150831,0.086,IBM
12490,20141231,20150630,20150930,0.086,IBM
12490,20141231,20150630,20151031,0.086,IBM
12490,20141231,20150930,20151130,0.095,IBM
12490,20141231,20150930,20151231,0.095,IBM
12490,20141231,20150930,20160131,0.095,IBM
12490,20151231,20151231,20160229,0.109,IBM
12490,20151231,20151231,20160331,0.109,IBM
12490,20151231,20151231,20160430,0.109,IBM
12490,20151231,20160331,20160531,0.103,IBM
12490,20151231,20160331,20160630,0.103,IBM
12490,20151231,20160331,20160731,0.103,IBM
12490,20151231,20160630,20160831,0.108,IBM
12490,20151231,20160630,20160930,0.108,IBM
12490,20151231,20160630,20161031,0.108,IBM
12490,20151231,20160930,20161130,0.113,IBM
12490,20151231,20160930,20161231,0.113,IBM
12490,20151231,20160930,20170131,0.113,IBM
12490,20161231,20161231,20170228,0.119,IBM
12490,20161231,20161231,20170331,0.119,IBM
12490,20161231,20161231,20170430,0.119,IBM
12490,20161231,20170331,20170531,0.112,IBM
12490,20161231,20170331,20170630,0.112,IBM
12490,20161231,20170331,20170731,0.112,IBM
12490,20161231,20170630,20170831,0.128,IBM
12490,20161231,20170630,20170930,0.128,IBM
12490,20161231,20170630,20171031,0.128,IBM
12490,20161231,20170930,20171130,0.146,IBM
12490,20161231,20170930,20171231,0.146,IBM
12490,20161231,20170930,20180131,0.146,IBM
12490,20171231,20171231,20180228,0.128,IBM
12490,20171231,20171231,20180331,0.128,IBM
12490,20171231,20171231,20180430,0.128,IBM
12490,20171231,20180331,20180531,0.129,IBM
12490,20171231,20180331,20180630,0.129,IBM
12490,20171231,20180331,20180731,0.129,IBM
12490,20171231,20180630,20180831,0.145,IBM
12490,20171231,20180630,20180930,0.145,IBM
12490,20171231,20180630,20181031,0.145,IBM
12490,20171231,20180930,20181130,0.144,IBM
12490,20171231,20180930,20181231,0.144,IBM
12490,20171231,20180930,20190131,0.144,IBM
12490,20181231,20181231,20190228,0.202,IBM
12490,20181231,20181231,20190331,0.202,IBM
12490,20181231,20181231,20190430,0.202,IBM
12490,20181231,20190331,20190531,0.132,IBM
12490,20181231,20190331,20190630,0.132,IBM
12490,20181231,20190331,20190731,0.132,IBM
12490,20181231,20190630,20190831,0.144,IBM
12490,20181231,20190630,20190930,0.144,IBM
12490,20181231,20190630,20191031,0.144,IBM
12490,20181231,20190930,20191130,0.139,IBM
12490,20181231,20190930,20191231,0.139,IBM
12490,20181231,20190930,20200131,0.139,IBM
12490,20191231,20191231,20200229,0.219,IBM
12490,20191231,20191231,20200331,0.219,IBM
12490,20191231,20191231,20200430,0.219,IBM
12490,20191231,20200331,20200531,0.203,IBM
12490,20191231,20200331,20200630,0.203,IBM
12490,20191231,20200331,20200731,0.203,IBM
12490,20191231,20200630,20200831,0.191,IBM
12490,20191231,20200630,20200930,0.191,IBM
12490,20191231,20200630,20201031,0.191,IBM
12490,20191231,20200930,20201130,0.196,IBM
12490,20191231,20200930,20201231,0.196,IBM
12490,20191231,20200930,20210131,0.196,IBM
12490,20201231,20201231,20210228,0.232,IBM
12490,20201231,20201231,20210331,0.232,IBM
12490,20201231,20201231,20210430,0.232,IBM
12490,20201231,20210331,20210531,0.180,IBM
12490,20201231,20210331,20210630,0.180,IBM
12490,20201231,20210331,20210731,0.180,IBM
12490,20201231,20210630,20210831,0.167,IBM
12490,20201231,20210630,20210930,0.167,IBM
12490,20201231,20210630,20211031,0.167,IBM
12490,20201231,20210930,20211130,0.178,IBM
12490,20201231,20210930,20211231,0.178,IBM
18267,20180131,20181031,20190228,0.791,
18267,20190131,20190131,20190331,,DELL
18267,20190131,20190131,20190430,,DELL
18267,20190131,20190131,20190531,,DELL
18267,20190131,20190430,20190630,,DELL
18267,20190131,20190430,20190731,,DELL
18267,20190131,20190430,20190831,,DELL
18267,20190131,20190731,20190930,,DELL
18267,20190131,20190731,20191031,,DELL
18267,20190131,20190731,20191130,,DELL
18267,20190131,20191031,20191231,,DELL
18267,20190131,20191031,20200131,,DELL
18267,20190131,20191031,20200229,,DELL
18267,20200131,20200131,20200331,,DELL
18267,20200131,20200131,20200430,,DELL
18267,20200131,20200131,20200531,,DELL
18267,20200131,20200430,20200630,,DELL
18267,20200131,20200430,20200731,,DELL
18267,20200131,20200430,20200831,,DELL
18267,20200131,20200731,20200930,,DELL
18267,20200131,20200731,20201031,,DELL
18267,20200131,20200731,20201130,,DELL
18267,20200131,20201031,20201231,0.020,DELL
18267,20200131,20201031,20210131,0.020,DELL
18267,20200131,20201031,20210228,0.020,DELL
18267,20210131,20210131,20210331,0.045,DELL
18267,20210131,20210131,20210430,0.045,DELL
18267,20210131,20210131,20210531,0.045,DELL
18267,20210131,20210430,20210630,0.046,DELL
18267,20210131,20210430,20210731,0.046,DELL
18267,20210131,20210430,20210831,0.046,DELL
18267,20210131,20210731,20210930,0.065,DELL
18267,20210131,20210731,20211031,0.065,DELL
18267,20210131,20210731,20211130,0.065,DELL
18267,20210131,20211031,20211231,0.106,DELL
